AU,ex
1.323381521055940480e-01,0.000000000000000000e+00
6.820039682539678072e-01,0.000000000000000000e+00
5.026596404215742941e-01,0.000000000000000000e+00
5.171841397849455957e-01,0.000000000000000000e+00
1.674540682414698070e-02,0.000000000000000000e+00
4.382047477744805963e-01,0.000000000000000000e+00
4.415617977528090710e-01,0.000000000000000000e+00
7.468428781204111688e-02,0.000000000000000000e+00
9.168792934249261339e-01,0.000000000000000000e+00
8.633963585434168975e-01,0.000000000000000000e+00
9.215805022156575710e-01,0.000000000000000000e+00
8.137770897832817540e-02,0.000000000000000000e+00
3.066776099803020794e-01,0.000000000000000000e+00
2.584408163265305425e-01,0.000000000000000000e+00
3.134989200863926295e-01,0.000000000000000000e+00
2.856270358306189916e-01,0.000000000000000000e+00
2.769520688242523287e-01,0.000000000000000000e+00
4.386363636363636853e-02,0.000000000000000000e+00
4.129595015576325023e-01,0.000000000000000000e+00
1.520544554455444952e-01,0.000000000000000000e+00
5.246107784431137677e-01,0.000000000000000000e+00
2.430113329735565306e-02,0.000000000000000000e+00
6.522365452787624029e-01,0.000000000000000000e+00
6.626514486391567038e-01,0.000000000000000000e+00
3.009229390681003036e-01,0.000000000000000000e+00
7.793655828707366506e-01,0.000000000000000000e+00
8.708296943231449427e-01,0.000000000000000000e+00
2.305753070458951282e-01,0.000000000000000000e+00
4.617065036131181577e-01,0.000000000000000000e+00
2.173151750972762419e-01,0.000000000000000000e+00
2.163245033112580484e-01,0.000000000000000000e+00
2.991228070175437903e-01,0.000000000000000000e+00
2.999843198745584250e-01,0.000000000000000000e+00
1.285650723025584252e-01,0.000000000000000000e+00
2.924554294975688640e-01,0.000000000000000000e+00
4.430232558139535759e-01,0.000000000000000000e+00
2.003389830508473801e-01,0.000000000000000000e+00
8.317610062893084077e-02,0.000000000000000000e+00
3.379835813237552222e-01,0.000000000000000000e+00
1.818925831202046761e-01,0.000000000000000000e+00
5.955555555555556158e-01,0.000000000000000000e+00
4.551367331855136339e-02,0.000000000000000000e+00
3.334644582470665530e-01,0.000000000000000000e+00
1.566934046345813403e-01,0.000000000000000000e+00
5.683099824868639294e-01,0.000000000000000000e+00
2.021444362564478736e-01,0.000000000000000000e+00
1.658458083832335395e-01,0.000000000000000000e+00
1.430993966338513779e-01,0.000000000000000000e+00
5.214698795180726654e-01,0.000000000000000000e+00
4.211423771524555049e-01,0.000000000000000000e+00
2.176800000000002067e-01,0.000000000000000000e+00
2.603341176470586049e-01,0.000000000000000000e+00
2.963560732113141305e-01,0.000000000000000000e+00
5.286473429951690228e-01,0.000000000000000000e+00
4.032824427480918295e-01,0.000000000000000000e+00
3.798253968253965662e-01,0.000000000000000000e+00
5.024174372523108056e-01,0.000000000000000000e+00
3.325980105324744529e-01,0.000000000000000000e+00
6.240558292282433195e-01,1.000000000000000000e+00
3.293382352941177649e-01,1.000000000000000000e+00
2.053151260504202102e-01,1.000000000000000000e+00
1.784512195121952527e-01,1.000000000000000000e+00
1.950394588500563575e-01,1.000000000000000000e+00
3.622641509433962431e-02,1.000000000000000000e+00
2.624610336341259287e-01,2.000000000000000000e+00
1.975657894736844167e-01,2.000000000000000000e+00
7.632778355879294985e-01,2.000000000000000000e+00
6.038112522686021888e-02,2.000000000000000000e+00
2.903385049365302395e-01,2.000000000000000000e+00
2.458932238193022729e-02,2.000000000000000000e+00
2.660109289617486050e-01,2.000000000000000000e+00
2.261647727272729780e-01,2.000000000000000000e+00
3.017599999999999172e-01,2.000000000000000000e+00
2.367904761904761624e-01,2.000000000000000000e+00
4.090243902439024692e-01,2.000000000000000000e+00
5.422550052687037381e-01,2.000000000000000000e+00
2.294117647058825649e-01,2.000000000000000000e+00
2.821052631578947478e-01,2.000000000000000000e+00
4.434782608695651135e-02,2.000000000000000000e+00
5.181242807825084951e-01,2.000000000000000000e+00
4.632499999999998841e-01,2.000000000000000000e+00
1.191122278056951644e-01,2.000000000000000000e+00
5.537600000000004324e-02,2.000000000000000000e+00
4.605275779376495349e-01,3.000000000000000000e+00
3.319047619047617581e-01,3.000000000000000000e+00
5.038717735220644700e-01,3.000000000000000000e+00
3.012244897959184126e-02,3.000000000000000000e+00
8.873239436619725917e-02,3.000000000000000000e+00
1.300244498777506363e-01,3.000000000000000000e+00
