AU,ex
6.215780998389693890e-01,0.000000000000000000e+00
3.858823529411764541e-02,0.000000000000000000e+00
1.047619047619047644e-01,0.000000000000000000e+00
2.130144605116796319e-01,0.000000000000000000e+00
4.614264919941775678e-01,0.000000000000000000e+00
2.240275726243229903e-01,0.000000000000000000e+00
1.493212669683257887e-01,0.000000000000000000e+00
8.949416342412451486e-02,0.000000000000000000e+00
1.026058631921824144e-01,0.000000000000000000e+00
4.158878504672897103e-01,0.000000000000000000e+00
2.232691519868906238e-01,0.000000000000000000e+00
2.113904566444330391e-01,0.000000000000000000e+00
1.449275362318840632e-01,0.000000000000000000e+00
2.599206349206349409e-01,0.000000000000000000e+00
2.881632653061224625e-01,0.000000000000000000e+00
2.541390728476821126e-01,0.000000000000000000e+00
2.896039603960395836e-01,0.000000000000000000e+00
1.963230466185161005e-01,0.000000000000000000e+00
9.156626506024095891e-02,0.000000000000000000e+00
1.508415369958717167e-01,0.000000000000000000e+00
2.117367168913560638e-01,0.000000000000000000e+00
2.860226659471127794e-02,0.000000000000000000e+00
3.463522476050110571e-02,0.000000000000000000e+00
1.034737620103473726e-01,0.000000000000000000e+00
1.816467630421118862e-01,0.000000000000000000e+00
1.578947368421052544e-01,0.000000000000000000e+00
3.757653883338704648e-01,0.000000000000000000e+00
3.750000000000000000e-01,0.000000000000000000e+00
3.001667593107281914e-02,0.000000000000000000e+00
9.943181818181817677e-02,0.000000000000000000e+00
6.440677966101694685e-02,0.000000000000000000e+00
2.608142493638677117e-01,0.000000000000000000e+00
1.457883369330453538e-01,0.000000000000000000e+00
1.638385020479812826e-01,0.000000000000000000e+00
1.742301458670988679e-01,0.000000000000000000e+00
9.789525208027410885e-02,0.000000000000000000e+00
2.276214833759590828e-01,0.000000000000000000e+00
1.450411603292826312e-01,0.000000000000000000e+00
1.675627240143369168e-01,0.000000000000000000e+00
4.081902245706737209e-01,0.000000000000000000e+00
3.937007874015747977e-03,0.000000000000000000e+00
4.218657159833630321e-01,0.000000000000000000e+00
1.436494731003882530e-01,0.000000000000000000e+00
4.754901960784313486e-01,0.000000000000000000e+00
2.002967359050445151e-01,0.000000000000000000e+00
1.474978050921861294e-01,0.000000000000000000e+00
5.676646706586826463e-01,0.000000000000000000e+00
2.222222222222222099e-01,0.000000000000000000e+00
5.660377358490566169e-02,0.000000000000000000e+00
2.285464098073555217e-01,0.000000000000000000e+00
4.317958783120706689e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.269662921348314599e-01,0.000000000000000000e+00
3.435531289374212371e-01,0.000000000000000000e+00
1.424148606811145579e-01,0.000000000000000000e+00
1.803892215568862201e-01,0.000000000000000000e+00
2.839999999999999747e-01,0.000000000000000000e+00
3.397396156230625963e-01,0.000000000000000000e+00
1.338461538461538369e-01,1.000000000000000000e+00
3.754940711462450564e-01,1.000000000000000000e+00
3.308823529411764608e-01,1.000000000000000000e+00
3.550420168067227045e-01,1.000000000000000000e+00
2.569786535303776875e-01,1.000000000000000000e+00
2.826446280991735671e-01,1.000000000000000000e+00
1.158129175946547851e-01,1.000000000000000000e+00
1.756398940864960234e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.327485380116958824e-01,1.000000000000000000e+00
2.500000000000000000e-01,1.000000000000000000e+00
1.736189402480270705e-01,1.000000000000000000e+00
1.378048780487804992e-01,1.000000000000000000e+00
3.850000000000000089e-01,2.000000000000000000e+00
3.288043478260869734e-01,2.000000000000000000e+00
2.351999999999999924e-01,2.000000000000000000e+00
4.975609756097560954e-01,2.000000000000000000e+00
7.771428571428570797e-02,2.000000000000000000e+00
3.309659090909091161e-01,2.000000000000000000e+00
3.114754098360655865e-01,2.000000000000000000e+00
1.760435571687840317e-01,2.000000000000000000e+00
7.798617966436327542e-02,2.000000000000000000e+00
1.706555671175858380e-01,2.000000000000000000e+00
2.947813822284908181e-01,2.000000000000000000e+00
2.966751918158567758e-01,2.000000000000000000e+00
1.255028157683024947e-01,2.000000000000000000e+00
1.276190476190476319e-01,2.000000000000000000e+00
1.410018552875695608e-01,2.000000000000000000e+00
1.973684210526315819e-01,2.000000000000000000e+00
4.285714285714285476e-01,2.000000000000000000e+00
2.874743326488706299e-02,2.000000000000000000e+00
5.759999999999999842e-02,2.000000000000000000e+00
4.698162729658792447e-01,2.000000000000000000e+00
4.131185270425776768e-01,2.000000000000000000e+00
2.268907563025210072e-01,2.000000000000000000e+00
2.311557788944723635e-01,2.000000000000000000e+00
4.221491228070175517e-01,2.000000000000000000e+00
1.991570073761854687e-01,2.000000000000000000e+00
